form	lemma
بترا	بتر
بترتيب	ترتيب
بتركيا	تركي
بترويج	ترويج
بتسجيل	تسجيل
بتسليم	تسليم
بتشكيل	تشكيل
بتصميم	تصميم
بتطبيق	تطبيق
بتطوير	تطوير
بتعديل	تعديل
بتعيين	تعيين
بتغيير	تغيير
بتفجير	تفجير
بتفجيرات	تفجير
بتقديم	تقديم
بتقنية	تقنية
بتكريم	تكريم
بتكلفة	تكلفة
بتلك	تل
بتمويل	تمويل
بتنظيم	تنظيم
بتنفيذ	تنفيذ
بتهمة	تهمة
بتوزيع	توزيع
بتوفير	توفير
بتوقيت	توقيت
بث	بث
بثلاثية	ثلاثي
بجائزة	جائزة
بجامعة	جامعة
بجانب	جانب
بجد	جد
بجدية	جدي
بجرائم	جريمة
بجروح	جرح
بجسر	جسر
بجلسة	جلسة
بجمهورية	جمهوري
بجميع	جميع
بجنوب	جنوب
بجوار	جوار
بجودة	جودة
بجولة	جولة
بحاجة	حاجة
بحاجه	حاج
بحادث	حادث
بحالة	حالة
بحب	حب
بحث	بحث
بحثا	بحث
بحثت	بحث
بحثية	بحثية
بحجة	حجة
بحجم	حجم
بحجمها	حجم
بحد	حد
بحذف	حذف
بحر	حر
بحري	حر
بحرية	حرية
بحريق	حريق
بحسب	حسب
بحضور	حضور
بحفظ	حفظ
بحق	حق
بحقهم	حق
بحقوق	حق
بحكم	حكم
بحل	حل
بحلب	حلب
بحلول	حل
بحماية	حماية
بحمد	حمد
بحمده	حمد
بحملة	حامل
بحوار	حوار
بحوالي	حوال
بحوزة	حوزة
بحوزته	حوزة
بحي	حي
بحياة	حياة
بحيرة	بحيرة
بخدمة	خدمة
بخصوص	خصوص
بخط	خط
بخلاف	خلاف
بخير	خير
بد	بد
بدء	بدء
بدءا	بدء
بدءاً	بدء
بدأ	بدأ
بدأت	بدأ
بدأنا	بدأ
بداخل	داخل
بداخله	داخل
بداخلها	داخل
بدار	دار
بدايات	بداية
بداية	بداية
بدت	بدا
بدخول	دخول
بدر	در
بدراسة	دراسة
بدرجة	درجة
بدستورية	دستوري
بدعم	دعم
بدعوة	دعوة
بدفع	دفع
بدقة	دقة
بدل	دل
بدلا	دل
بدلاً	دل
بدليل	دليل
بدور	دار
بدورة	دورة
بدوره	دار
بدورها	دار
بدوري	دار
بدول	دولة
بدولة	دولة
بدون	دون
بدوي	دوي
بدي	بد
بدير	دير
بديع	بديع
بديل	بديل
بديلا	بديل
بديلة	بديل
بذكرى	ذكرى
بذل	ذل
بذلك	ذل
بذور	بذرة
بر	بر
برأيك	رأي
برئاسة	رئاسة
برئيس	رئيس
براءة	براءة
برابط	رابط
برامج	برنامج
برامجنا	برنامج
برج	رج
برد	رد
برصاص	رصاصة
برصاصة	رصاصة
برصيد	رصيد
برعاية	رعاية
برغبة	رغبة
برغم	رغم
برفع	رفع
برفقة	رفقة
برق	رق
برقم	رقم
برقيات	برقية
برقية	برقية
بركة	بركة
بركن	ركن
برلمان	برلمان
برلمانيه	برلمان
برمجة	برمجة
برمجه	برمج
برميل	برميل
برنامج	برنامج
برنامجا	برنامج
برنامجه	برنامج
برنامجها	برنامج
برنس	برنس
بروابط	رابط
بروتوكول	بروتوكول
بروح	روح
بروس	روسي
برومو	رومي
برومين	رومي
بري	بر
برية	بري
بريت	برى
بريد	بريد
بريدي	بريد
بريدية	بريدي
بريس	ريس
بريف	ريف
بريك	ري
بزلزال	زلزال
بزمن	زمن
بزيادة	زيادة
بزيارة	زيارة
بس	باس
بساطة	بساطة
بسام	سام
بسبب	سبب
بسجن	سجن
بسجون	سجن
بسحب	سحب
بسرطان	سرطان
بسرعة	سرعة
بسرعه	سرع
بسرقة	سرقة
بسرقتها	سرقة
بسعر	سعر
بسقوط	سقوط
بسكين	سكين
بسلاح	سلاح
بسلام	سلام
بسم	سم
بسمة	سمة
بسهولة	سهولة
بسوريا	سوري
بسيارات	سيارة
بسيارة	سيارة
بسيط	بسيط
بسيطة	بسيط
بشأن	شأن
بشأنه	شأن
بشارع	شارع
بشاشة	شاشة
بشدة	شدة
بشر	شر
بشراء	شراء
بشرط	شرط
بشركة	شركة
بشروط	شرط
بشرى	شرى
بشري	شر
بشرية	بشرية
بشفافية	شفافية
بشكل	شكل
بشمال	شمال
بشيء	شيء
بشير	بشير
بص	بص
بصحة	صحة
بصداع	صداع
بصدد	صدد
بصراحة	صراحة
بصراحه	صراح
بصرف	صرف
بصعوبة	صعوبة
بصفة	صفة
بصمة	صمة
بصوت	صوت
بصور	صورة
بصورة	صورة
بصيغة	صيغة
بضرورة	ضرورة
بضع	بضع
بضعة	ضعة
بضعف	ضعف
بطارية	بطارية
بطاقات	طاقة
بطاقة	طاقة
بطبيعة	طبيعة
بطرق	طريقة
بطريق	طريق
بطريقة	طريقة
بطريقه	طريق
بطل	بطل
بطلا	بطل
بطلب	طلب
بطن	طن
بطول	طول
بطولات	بطولة
بطولة	بطولة
بطوله	طول
بعث	بعث
بعثة	بعثة
بعد	عد
بعدة	عدة
بعدد	عدد
بعدم	عدم
بعدما	عدم
بعدن	بعد
بعده	عد
بعدها	عد
بعدين	بعد
بعرض	عرض
بعض	بعض
بعضا	بعض
بعضنا	بعض
بعضها	بعض
بعضهم	بعض
بعضوية	عضوية
بعقد	عقد
بعقوبة	عقوبة
بعمان	عم
بعمل	عمل
بعمليات	عملية
بعملية	عملية
بعنوان	عنوان
بعودة	عودة
بعيد	عيد
بعيدا	عيد
بعيداً	عيد
بعيدة	بعيد
بعين	عين
بغاز	غاز
بغرض	غرض
بغرق	غرق
بغض	بغض
بغيت	بغى
بغير	غير
بفارق	فارق
بفتح	فتح
بفرض	فرض
بفضل	فضل
بفعل	فعل
بفكرة	فكرة
بفوز	فوز
بفوزه	فوز
بقاعدة	قاعدة
بقانون	قانون
بقايا	بقية
بقتل	قتل
بقدر	قدرة
بقرار	قرار
بقرية	قرية
بقسم	قسم
بقصر	قصر
بقصف	قصف
بقضية	قضية
بقطاع	قطاع
بقطع	قطع
بقلم	قلم
بقليل	قليل
بقنا	بق
بقناة	قناة
بقوات	قوة
بقوة	قوة
بقول	قول
بقوله	قول
بقي	بقي
بقيادة	قيادة
بقية	بقية
بقيت	بقي
بقيم	قيم
بقيمة	قيم
بك	ب
بكأس	كأس
بكار	كار
بكافة	كافة
بكامل	كامل
بكتابة	كتابة
بكثرة	كثرة
بكثير	كثير
بكر	كر
بكرة	كرة
بكسل	كسل
بكفر	كفر
بكل	كل
بكلمات	كلمة
بكلمة	كلمة
بكلية	كلي
بكم	ب
بكين	بكى
بل	بل
بلا	بل
بلاد	بلد
بلادنا	بلد
بلاده	بلد
بلادها	بلد
بلادهم	بلد
بلادي	بلد
بلاغ	بلاغ
بلاك	بل
بلد	بلد
بلدان	بلد
بلدة	لدة
بلدنا	بلد
بلده	بلد
بلدي	بلد
بلدية	بلدي
بلغ	بلغ
بلغة	لغة
بلغت	بلغ
بلقاء	لقاء
بلقب	لقب
بلوحة	لوحة
بلوغ	بلوغ
بلون	لون
بليبيا	ليبي
بليغة	بليغ
بلينكن	لين
بما	ما
بماذا	بماذا
بمبلغ	مبلغ
بمثابة	مثابة
بمثل	مثل
بمجرد	مجرد
بمجلس	مجلس
بمحافظة	محافظ
بمحاولة	محاولة
بمحطة	محطة
بمحيط	محيط
بمختلف	مختلف
بمداهمة	مداهمة
بمدرسة	مدرسة
بمديرية	مديرية
بمدينة	مدينة
بمدينه	مدين
بمرج	مرج
بمرض	مرض
بمركبة	مركب
بمركز	مركز
بمرور	مرور
بمسابقة	مسابقة
بمساحة	مساح
بمساعدة	مساعد
بمستشفى	مستشفى
بمستوى	مستوى
بمسقط	مسقط
بمسيرة	مسيرة
بمشاركة	مشارك
بمشاكل	مشكلة
بمشروع	مشروع
بمصر	مصر
بمطار	مطار
بمعارك	معركة
بمعدل	معدل
بمعرض	معرض
بمعنى	معنى
بمعهد	معهد
بمقابل	مقابل
بمقتل	مقتل
بمقدار	مقدار
بمقر	مقر
بمكان	مكان
بملاحقة	ملاحق
بملف	ملف
بمن	من
بمناسبة	مناسب
بمنتدى	منتدى
بمنطقة	منطقة
بمنع	منع
بمهرجان	مهرجان
بمواجهة	مواجهة
بموجب	موجب
بموضوع	موضوع
بموقع	موقع
بموقعك	موقع
بميدان	ميدان
بن	بن
بنا	ب
بناء	بناء
بنات	ابن
بنادي	نادي
بنت	بان
بنتائج	نتيجة
بنتيجة	نتيجة
بنجاح	نجاح
بنحو	نحو
بندر	ندر
بندقية	بندقية
بنسبة	نسبة
بنسبه	نسبة
بنشر	نشر
بنظام	نظام
بنغازي	بنغازي
بنفس	نفس
بنفسك	نفس
بنفسه	نفس
بنفسها	نفس
بنفسي	نفس
بنقل	نقل
بنك	بن
بنها	بن
بنهاية	نهاية
بنود	بند
بنوك	بنى
بنى	بنى
بني	بن
بنية	بني
به	ب
بها	ب
بهجمات	هجوم
بهجوم	هجوم
بهدف	هدف
بهدفين	هدف
بهم	ب
بهما	ب
بهمة	همة
بوابة	بواب
بواسطة	واسطة
بواقع	واقع
بوب	بوب
بوبي	بوب
بوتين	وتين
بوجه	وجه
بوجود	وجود
بود	ود
بورصة	بورصة
بوزارة	وزارة
بوسط	وسط
بوسعي	وسع
بوش	بوش
بوصلة	وصلة
بوضع	وضع
بوضوح	وضوح
بوقت	وقت
بوقف	وقف
بوكس	وكس
بول	بول
بولاية	ولاية
بي	ب
بيئة	بيئة
بيان	بيان
بيانا	بيان
بيانات	بيان
بياناتي	بيان
بيت	بيت
بيتا	بيت
بيتك	بيت
بيتنا	بيت
بيته	بيت
بيتي	بيت
بيد	يد
بيده	يد
بيض	أبيض
بيضاء	أبيض
بيع	بيع
بيعها	بيع
بيك	بيك
بيكون	يكون
بيل	بيل
بيلي	بيل
بين	بين
بينك	بين
بينما	بينما
بيننا	بين
بينه	بين
بينها	بين
بينهم	بين
بينهما	بين
بيني	بين
بيوت	بيت
بيوم	يوم
تأتي	أتى
تأثر	أثار
تأثير	تأثير
تأثيرات	تأثير
تأجير	تأجير
تأجيل	تأجيل
تأخذ	أخذ
تأخر	تأخر
تأخرت	تأخر
تأخير	تأخير
تأسست	تأسس
تأسيس	تأسيس
تأشيرة	تأشيرة
تأطير	تأطير
تأكد	تأكد
تأكل	أكل
تأكيد	تأكيد
تألق	ألق
تأليف	تأليف
تأمل	أمل
تأمين	أم
تأهب	أهاب
تأهل	أهل
تأهيل	تأهيل
تأييد	تأييد
تؤثر	أثر
تؤجج	أجج
تؤدي	أدى
تؤكد	أكد
تؤمن	أامن
تؤيد	أيد
تابع	تابع
تابعة	تابع
تابعنا	تابع
تاج	تاج
تاجر	تاجر
تاريخ	تاريخ
تاريخه	تاريخ
تاريخها	تاريخ
تاريخي	تاريخ
تاريخية	تاريخي
تام	تام
تامة	تام
تبا	تب
تبادل	تبادل
تبارك	بارك
تباشر	باشر
تباين	باين
تباً	تب
تبث	بث
تبحث	بحث
تبدأ	بدأ
تبدو	بدا
تبدين	بدا
تبرئ	أبرأ
تبرز	أبرز
تبع	بيع
تبعد	بعد
تبقى	بقي
تبقي	بقي
تبكي	بكى
تبلغ	بلغ
تبليغ	تبليغ
تبني	بين
تبهر	بهر
تبوك	تب
تبي	تب
تبيع	بيع
تبين	بين
تتأهب	أهاب
تتأهل	أهل
تتابع	تابع
تتبرع	تبرع
تتبع	بيع
تتبنى	بنى
تتجاوز	تجاوز
تتجه	اتجه
تتحدث	حدث
تتحرك	تحرك
تتحقق	حقق
تتحكم	حكم
تتحمل	تحمل
تتحول	حول
تتخذ	اتخذ
تتخطى	خطا
تتداول	تداول
تتدخل	دخل
تتذكر	ذكر
تتراجع	تراجع
تتراوح	تراوح
تتردد	تردد
تترك	رك
تتسبب	سبب
تتصدر	صدر
تتصدى	صدى
تتصل	صلى
تتضمن	ضام
تتطلب	طلب
تتطلع	اطلع
تتعامل	عامل
تتعرض	عرض
تتعلق	تعلق
تتعلم	علم
تتعهد	عهد
تتغير	غير
تتقدم	قدم
تتكرر	كرر
تتكلم	كلم
تتكون	كان
تتم	ما
تتمتع	تمتع
تتمثل	مثل
تتمكن	ما
تتميز	تميز
تتناقل	تناقل
تتناقله	تناقل
تتناول	تناول
تتهم	هم
تتواصل	تواصل
تتوفر	أوفر
تتوقع	وقع
تتوقف	توقف
تتولى	ولى
تتويج	تتويج
تثبت	ثبت
تثبيت	تثبيت
تثق	وثق
تثير	أثار
تجار	جار
تجارب	تجربة
تجارة	تجارة
تجاري	جار
تجارية	تجاري
تجاه	تجاه
تجاهل	تجاهل
تجاوز	تجاوز
تجاوزت	تجاوز
تجتمع	اجتمع
تجد	جد
تجدد	جدد
تجده	جد
تجدها	جد
تجديد	تجديد
تجذب	جذب
تجربة	تجربة
تجربته	تجربة
تجربتي	تجربة
تجربه	جرب
تجرى	أجرى
تجري	جار
تجسس	تجسس
تجعل	جعل
تجلس	جلس
تجمع	جمع
تجمعات	تجمع
تجميد	تجميد
تجميع	تجميع
تجميل	تجميل
تجنب	جنب
تجهيز	تجهيز
تجوب	جاب
تجيب	أجاب
تحارب	حارب
تحاصر	حاصر
تحالف	تحالف
تحاول	حاول
تحب	حب
تحبه	حب
تحت	حت
تحتاج	احتاج
تحترم	احترم
تحتضن	احتضن
تحتفظ	احتفظ
تحتفل	احتفل
تحتفي	احتفى
تحتل	احتل
تحتوي	احتوى
تحد	حد
تحدث	حدث
تحدثت	تحدث
تحدد	حدد
تحدي	حد
تحديات	تحدي
تحديث	تحديث
تحديد	تحديد
تحديدا	تحديد
تحذر	حذار
تحذير	حذار
تحذيرات	تحذير
تحرك	حر
تحركات	تحرك
تحركاتك	تحرك
تحركوا	تحرك
تحرم	حرم
تحرير	تحرير
تحريرها	تحرير
تحريك	حار
تحسن	حسن
تحسين	حس
تحصد	حصد
تحصل	حصل
تحضر	حضر
تحضيراته	تحضير
تحط	حط
تحطم	حطم
تحطيم	تحطيم
تحظى	حظي
تحفظ	حفظ
تحقق	حقق
تحققت	تحقق
تحقيق	تحقيق
تحقيقا	تحقيق
تحقيقات	تحقيق
تحكم	حكم
تحكمه	حكم
تحكي	حك
تحكيم	تحكيم
تحل	حل
تحليل	تحليل
تحمل	تحمل
تحمي	حمى
تحميل	تحميل
تحول	حول
تحولت	تحول
تحوي	حوى
تحويل	تحويل
تحيا	حي
تحيات	تحية
تحياتي	تحية
تحية	تحية
تحيتي	تحية
تحيه	حي
تحيي	حي
تخاف	خاف
تخبرني	خبر
تختار	اختار
تختتم	اختتم
تختص	اختص
تختلف	اختلف
تخدم	خدم
تخرج	خرج
تخريج	تخريج
تخزين	تخزين
تخسر	خسر
تخشى	خشي
تخص	خص
تخصص	خصص
تخصيص	تخصيص
تخضع	خضع
تخطئ	أخطأ
تخطط	خطط
تخطي	خط
تخطيط	تخطيط
تخفيض	تخفيض
تخفيضات	تخفيض
تخفيف	تخفيف
تخلص	تخلص
تخلي	خل
تخوض	خوض
تخيل	خيل
تدابير	تدابير
تدافع	دافع
تداول	تداول
تداولته	تداول
تدخل	دخل
تدرس	درس
تدرك	در
تدري	دار
تدريب	تدريب
تدريبات	تدريب
تدريباته	تدريب
تدريبي	تدريب
تدريبية	تدريبي
تدريجيا	تدريجي
تدريس	تدريس
تدشين	دش
تدعم	دعم
تدعو	دعا
تدعى	دعا
تدعي	دعا
تدفع	دفع
تدفق	تدفق
تدل	دل
تدمر	دمر
تدمره	دمر
تدمير	تدمير
تدهور	تدهور
تدور	دار
تدوير	تدوير
تدين	ودى
تذاكر	تذكرة
تذكر	ذكر
تذكرة	تذكرة
تذهب	ذهب
ترأس	رأس
تراث	تراث
تراجع	تراجع
تراجعت	تراجع
تراخيص	ترخيص
تراه	رأى
تربط	ربط
تربية	تربية
ترتبط	ارتبط
ترتدي	ارتدى
ترتفع	ارتفع
ترتيب	ترتيب
ترتيبات	ترتيب
ترجع	رجع
ترجمة	ترجمة
ترجيح	ترجيح
ترحب	رحب
ترحل	رحل
ترحيب	ترحيب
ترخيص	ترخيص
ترد	رد
تردد	تردد
ترسل	أرسل
ترشح	ترشح
ترشيح	ترشيح
ترشيحات	ترشيح
ترصد	رصد
ترصدان	رصد
ترعى	رعى
ترغب	رغب
ترفض	رفض
ترفع	رفع
ترفيه	رف
ترفيهيه	ترفيهي
ترقية	ترقية
ترقيع	ترقيع
ترقيه	راق
ترك	رك
تركب	ركب
تركت	ترك
تركز	ركز
تركي	رك
تركيا	تركي
تركيب	تركيب
تركيبه	تركيب
تركية	تركي
تركيز	تركيز
تروح	روح
ترى	رأى
تري	رأى
تريد	أراد
تريدني	أراد
تريده	أراد
تريدون	أراد
تريدين	أراد
تريكة	تريكة
تريليون	تريليون
تزال	زال
تزامنا	زام
تزايد	زايد
تزداد	ازداد
تزوجت	تزوج
تزور	زار
تزويد	تزويد
تزوير	تزوير
تزيد	زاد
تسأل	سأل
تساؤلات	تساؤل
تساعد	ساعد
تساعدوني	ساعد
تساقط	تساقط
تساهم	ساهم
تساوي	ساوى
تسبب	سبب
تسببت	تسبب
تسبق	سبق
تستأنف	استأنف
تستحق	استحق
تستخدم	استخدم
تستدعي	استدعى
تستضيف	استضاف
تستطع	استطاع
تستطيع	استطاع
تستطيعين	استطاع
تستعد	استعاد
تستعرض	استعرض
تستعمل	استعمل
تستعيد	استعاد
تستغرق	استغرق
تستغل	استغل
تستقبل	استقبل
تستمر	استمر
تستمع	استمع
تستهدف	استهدف
تسجل	سجل
تسجيل	تسجيل
تسحب	سحب
تسديد	تسديد
تسرب	سرب
تسريب	تسريب
تسريبات	تسريب
تسريع	تسريع
تسع	سعى
تسعة	تسع
تسعى	سعى
تسعين	سعى
تسقط	سقط
تسلح	سلح
تسلل	تسلل
تسلم	سلم
تسليح	تسليح
تسليم	تسليم
تسمح	سمح
تسمع	سمع
تسمم	تسمم
تسمى	سمى
تسمية	تسمية
تسهم	سهم
تسهيل	تسهيل
تسوي	سوى
تسوية	تسوية
تسويق	تسويق
تسير	سير
تسيطر	سيطر
تشاء	شاء
تشارك	شارك
تشاهد	شاهد
تشبه	شاب
تشتري	اشترى
تشتغل	اشتغل
تشجيع	تشجيع
تشخيص	تشخيص
تشرب	شرب
تشرح	شرح
تشرين	شرى
تشعر	شعر
تشعل	أشعل
تشغل	شغل
تشغيل	تشغيل
تشكر	شكر
تشكل	شكل
تشكيل	تشكيل
تشكيلة	تشكيلة
تشمل	شمل
تشن	شن
تشهد	شهد
تشهدها	شهد
تشوف	شوف
تشير	أشار
تشييع	تشييع
تصادم	تصادم
تصاعد	تصاعد
تصاعدي	تصاعد
تصاميم	تصميم
تصب	أصاب
تصبح	صبح
تصحيح	تصحيح
تصدر	صدر
تصدق	صدق
تصدير	تصدير
تصرف	صرف
تصريح	تصريح
تصريحات	تصريح
تصريحاته	تصريح
تصعيد	تصعيد
تصغير	تصغير
تصفح	صفح
تصفع	صفع
تصفية	تصفية
تصل	صلى
تصلح	صلح
تصميم	تصميم
تصميمي	تصميم
تصنع	صنع
تصنيع	تصنيع
تصنيف	تصنيف
تصور	صور
تصويب	تصويب
تصويت	تصويت
تصوير	تصوير
تصويري	تصوير
تصيب	أصاب
تصير	صار
تضامنية	تضامني
تضبط	ضبط
تضحك	ضحك
تضرب	ضرب
تضررا	تضرر
تضع	وضع
تضغط	ضغط
تضفي	أضفى
تضم	ضام
تضمن	ضام
تضمنت	تضمن
تضيع	ضيع
تضيف	أضاف
تطالب	طالب
تطبق	طبق
تطبيق	تطبيق
تطبيقات	تطبيق
تطبيقها	تطبيق
تطرح	طرح
تطرق	طرق
تطلب	طلب
تطلع	اطلع
تطلق	طلق
تطهير	تطهير
تطور	تطور
تطورات	تطور
تطوروا	تطور
تطوعية	تطوعي
تطوير	تطوير
تظاهرات	تظاهرة
تظل	ظل
تظلم	ظلم
تظن	ظن
تظهر	ظهر
تعادل	عادل
تعارض	عارض
تعاطي	تعاطي
تعال	أعال
تعالوا	أعال
تعالى	تعالى
تعالي	أعال
تعامل	عامل
تعاني	عانى
تعاون	تعاون
تعاوني	تعاون
تعاين	عاين
تعب	عب
تعبئة	تعبئة
تعبت	تعب
تعبر	عبر
تعبير	تعبير
تعتبر	اعتبر
تعترف	اعترف
تعتزم	اعتزم
تعتقد	اعتقد
تعتقدين	اعتقد
تعتقل	اعتقل
تعتمد	اعتمد
تعثر	عثر
تعجبكم	أعجب
تعد	عد
تعداد	تعداد
تعدد	تعدد
تعدل	عدل
تعديل	تعديل
تعديلات	تعديل
تعذيب	تعذيب
تعرض	عرض
تعرضت	تعرض
تعرضه	عرض
تعرف	عرف
تعرفه	عرف
تعرفها	عرف
تعرفون	عرف
تعرفي	عرف
تعرفين	عرف
تعريب	تعريب
تعريف	تعريف
تعريفها	تعريف
تعز	عز
تعزز	عزز
تعزيز	تعزيز
تعزيزات	تعزيز
تعطل	عطل
تعطي	أمنى
تعطيل	تعطيل
تعطيني	أمنى
تعفي	عف
تعقد	عقد
تعكس	عكس
تعلق	تعلق
تعلم	علم
تعلمت	تعلم
تعلمون	علم
تعلمين	علم
تعلن	عال
تعليق	تعليق
تعليقا	تعليق
تعليقات	تعليق
تعليقك	تعليق
تعليم	تعليم
تعليمي	تعليمي
تعليمية	تعليمي
تعمل	عمل
تعنى	عنى
تعني	عن
تعهد	عهد
تعود	عاد
تعويض	تعويض
تعيد	عيد
تعيش	عاش
تعيين	أعيى
تغادر	غادر
تغذية	تغذية
تغريد	تغريدة
تغضب	غضب
تغطي	غطى
تغطية	تغطية
تغلب	غلب
تغلق	غلق
تغني	غني
تغيب	غاب
تغير	غير
تغيرت	تغير
تغيير	تغيير
تغييرات	تغيير
تفاصيل	تفاصيل
تفاعل	فاعل
تفاقم	فاقم
تفاهم	تف
تفتتح	افتتح
تفتح	فتح
تفتيش	تفتيش
تفجر	فجر
تفجير	تفجير
تفجيرات	تفجير
تفرض	فرض
تفرق	فرق
تفسر	فسر
تفسير	تفسير
تفضل	فضل
تفضلوا	فضل
تفعل	فعل
تفعله	فعل
تفعلونه	فعل
تفعلي	فعل
تفعلين	فعل
تفعيل	تفعيل
تفقد	فقد
تفقدية	تفقدي
تفكر	فكر
تفكك	فك
تفكير	تفكير
تفكيك	فك
تفهم	فهم
تفوز	فاز
تفوزان	فاز
تفوق	فاق
تفوقها	فوق
تفيد	أفاد
تقاتل	قاتل
تقارير	تقرير
تقام	أقام
تقبل	قبل
تقترب	اقترب
تقتصر	اقتصر
تقتل	قتل
تقدر	قدر
تقدم	قدم
تقدما	قدم
تقدمت	تقدم
تقدمه	قدم
تقدمها	قدم
تقدير	تقدير
تقديرا	تقدير
تقديم	تقديم
تقر	قرى
تقرأ	قرأ
تقرر	قرر
تقريبا	تقريب
تقريباً	تقريب
تقرير	تقرير
تقريرا	تقرير
تقسيم	تقسيم
تقص	أقصى
تقصد	قصد
تقصف	قصف
تقضي	قضى
تقطع	قطع
تقطن	قط
تقطيع	تقطيع
تقع	وقع
تقف	وقف
تقل	قال
تقلق	قلق
تقلقي	قلق
تقلل	قلل
تقليد	تقليد
تقليص	تقليص
تقليل	تقليل
تقم	قام
تقني	تقني
تقنيات	تقنية
تقنية	تقنية
تقنيه	قنا
تقود	قاد
تقوده	قاد
تقول	قال
تقوله	قال
تقولي	قال
تقولين	قال
تقوم	قام
تقوية	تقوية
تقيم	قيم
تقييم	تقييم
تك	وكى
تكاد	كاد
تكاليف	تكلفة
تكبير	تكبير
تكتب	كتب
تكتشف	اكتشف
تكتم	تك
تكثيف	تكثيف
تكدس	تكدس
تكذب	كذب
تكرار	تكرار
تكرر	كرر
تكرم	كرم
تكريم	تكريم
تكريما	تكريم
تكسب	كسب
تكشف	كشف
تكفون	كفى
تكفي	كفى
تكلف	كلف
تكلفة	تكلفة
تكلم	كلم
تكمن	كم
تكن	كان
تكنولوجيا	تكنولوجي
تكون	كان
تكونوا	كان
تكوني	كان
تكوين	كوى
تل	ولى
تلاقي	لاقى
تلبية	تلبية
تلبيس	تلبيس
تلتقي	التقى
تلعب	لعب
تلغى	لغا
تلغي	لغا
تلف	لاف
تلفزيون	تلفزيون
تلفزيونية	تلفزيوني
تلقائي	تلقائي
تلقائيا	تلقائي
تلقائياً	تلقائي
تلقت	تلقى
تلقى	لقي
تلقي	لقي
تلقيت	تلقى
تلك	ولى
تلو	لوى
تلوث	تلوث
تلوين	لوى
تم	ما
تمارس	مارس
تمارين	مار
تمام	تمام
تماما	تمام
تماماً	تمام
تمت	تم
تمتد	امتد
تمتع	تمتع
تمتلك	امتلك
تمثال	تمثال
تمثل	مثل
تمثيل	تمثيل
تمدد	مدد
تمديد	تمديد
تمر	أمار
تمرد	تمرد
تمزح	مزح
تمسك	ماس
تمكن	ما
تمكنت	تمكن
تمكين	تمكين
تملك	ملك
تمنح	منح
تمنع	منع
تمهيدا	تمهيد
تموت	موت
تمويل	تمويل
تميز	تميز
تمييز	تمييز
تنازلي	تنازل
تناسب	تناسب
تنافس	تنافس
تناقش	ناقش
تنال	نال
تنام	نام
تنامي	نام
تناول	تناول
تناولت	تناول
تنبيه	نبي
تنتج	أنتج
تنتشر	انتشر
تنتظر	انتظر
تنتقد	انتقد
تنتقل	انتقل
تنتمي	انتمى
تنتهز	انتهز
تنتهي	انتهى
تنجح	نجح
تنجو	نجا
تنديدا	تنديد
تنزل	نزل
تنزيل	تنزيل
تنس	ناس
تنسى	نسي
تنسيق	تنسيق
تنشر	نشر
تنشيط	تنشيط
تنصيب	تنصيب
تنضم	انضم
تنطلق	انطلق
تنظر	نظر
تنظم	نظم
تنظيف	تنظيف
تنظيم	تنظيم
تنفذ	نفذ
تنفع	نفع
تنفق	نفق
تنفي	نفى
تنفيذ	تنفيذ
تنفيذه	تنفيذ
تنفيذها	تنفيذ
تنقذ	نقذ
تنقل	نقل
تنمية	تنمية
تنهي	نها
تنوي	نوى
تهاجم	هاجم
تهتم	اهتم
تهدد	هدد
تهدف	هدف
تهديد	تهديد
تهديدات	تهديد
تهرب	هرب
تهريب	تهريب
تهم	هم
تهمة	تهمة
تهمك	هم
تهميش	تهميش
تهنئة	تهنئة
تهيئة	تهيئة
تو	تو
تواجد	تواجد
تواجه	واجه
تواجهه	واجه
توازن	وازن
تواصل	تواصل
تواصلت	تواصل
توافق	وافق
تواقيع	توقيع
توب	توب
توتر	وتر
توثيق	توثيق
توج	توج
توجد	أوجد
توجه	وجه
توجيه	توجيه
توجيهي	توجيه
توحيد	توحيد
تود	ود
تورط	تورط
توريد	توريد
توزع	وزع
توزيع	توزيع
توسع	وسع
توسيع	توسيع
توصل	توصل
توصلت	توصل
توصيات	توصية
توصيل	توصيل
توضح	وضح
توضع	وضع
توضيح	توضيح
توظيف	توظيف
توفر	أوفر
توفي	وفى
توفير	توفير
توفيق	توفيق
توقع	وقع
توقعات	توقع
توقعت	توقع
توقف	توقف
توقفت	توقف
توقفوا	توقف
توقفي	وقف
توقيت	توقيت
توقيع	توقيع
توقيف	توقيف
توك	تو
تولى	ولى
تولي	ولى
توليد	توليد
توليه	أولى
تونسي	تونسي
توني	ونى
تيار	تيار
تيارات	تيار
تيسير	تيسير
تيم	تيم
ثابت	ثاب
ثابتة	ثابت
ثالث	ثالث
ثالثا	ثالث
ثالثة	ثالث
ثان	ثاني
ثانوية	ثانوي
ثاني	ثاني
ثانيا	ثاني
ثانياً	ثاني
ثانية	ثاني
ثبت	ثبت
ثروة	ثروة
ثري	ثر
ثعبان	ثعبان
ثغرات	ثغرة
ثغرة	ثغرة
ثقافة	ثقافة
ثقافي	ثقافي
ثقافية	ثقافي
ثقة	ثقة
ثقيلة	ثقيل
ثلاث	ثلاث
ثلاثة	ثلاث
ثلاثي	ثلاث
ثلاثية	ثلاث
ثلاثين	ثلاث
ثلث	ثلث
ثلثا	ثلث
ثلوج	ثلج
ثم	ثم
